device,subject,browser,Battery Power* [uW] (Delta),Battery Power* [uW] (Raw)
nexus6p,https-www-psychologytoday-com,chrome,129942.68441874176,1143011.9542935514
nexus6p,https-www-psychologytoday-com,firefox,151747.55838534635,1117368.7664655296
