device,subject,browser,Battery Power* [uW] (Delta),Battery Power* [uW] (Raw)
nexus6p,https-www-imdb-com,chrome,170074.95827325078,2082983.5617536013
nexus6p,https-www-imdb-com,firefox,101576.0195686952,1644240.9204100776
