"Experiment","Type","Webapps name","Browser","CPU","Memory","Energy consumption"
1,"AdsAnalytics","https-www-accuweather-com","chrome","19.7923076923077","1237417.28205128","70.6654066695"
2,"AdsAnalytics","https-www-accuweather-com","chrome","25","1200881.91891892","70.4435794625"
3,"AdsAnalytics","https-www-accuweather-com","chrome","26.9916666666667","1197025.80555556","65.520604027"
4,"AdsAnalytics","https-www-accuweather-com","chrome","17.572972972973","1196568.64864865","68.6967422375"
5,"AdsAnalytics","https-www-accuweather-com","chrome","18.9459459459459","1196822.67567568","68.3631953795"
6,"AdsAnalytics","https-www-accuweather-com","chrome","21.2833333333333","1218235.36111111","69.2503981165"
7,"AdsAnalytics","https-www-accuweather-com","chrome","25.5368421052632","1200376.76315789","65.7653063155"
8,"AdsAnalytics","https-www-accuweather-com","chrome","8.46315789473684","1205158.73684211","68.9038340005"
9,"AdsAnalytics","https-www-accuweather-com","chrome","22.4333333333333","1205423.77777778","67.4811619675"
10,"AdsAnalytics","https-www-accuweather-com","chrome","15.7472222222222","1203208.61111111","72.246617019"
1,"AdsAnalytics","https-www-accuweather-com","firefox","41.38","1315896.8","127.2614101845"
2,"AdsAnalytics","https-www-accuweather-com","firefox","19.56875","1308476.59375","108.705164261"
3,"AdsAnalytics","https-www-accuweather-com","firefox","58.2461538461538","1331895.84615385","131.277766709"
4,"AdsAnalytics","https-www-accuweather-com","firefox","63.775","1419953.5","146.726528156"
5,"AdsAnalytics","https-www-accuweather-com","firefox","45.3407407407407","1279816.48148148","107.5207461635"
6,"AdsAnalytics","https-www-accuweather-com","firefox","43.8807692307692","1280814.26923077","117.165270891"
7,"AdsAnalytics","https-www-accuweather-com","firefox","75.696","1348492.44","150.328245376"
8,"AdsAnalytics","https-www-accuweather-com","firefox","51.36","1291725.84","128.6219908385"
9,"AdsAnalytics","https-www-accuweather-com","firefox","53.3888888888889","1295776.77777778","120.5179553615"
10,"AdsAnalytics","https-www-accuweather-com","firefox","73.064","1331314.92","152.1693447345"
1,"AdsAnalytics","https-www-bbc-com","chrome","16.7911764705882","1302949.26470588","102.2739520625"
2,"AdsAnalytics","https-www-bbc-com","chrome","28.1911764705882","1268441.11764706","81.618270043"
3,"AdsAnalytics","https-www-bbc-com","chrome","27.209756097561","1238012.2195122","69.3068874675"
4,"AdsAnalytics","https-www-bbc-com","chrome","23.7897435897436","1256911.71794872","67.425624702"
5,"AdsAnalytics","https-www-bbc-com","chrome","24.9926829268293","1251383.73170732","66.327139117"
6,"AdsAnalytics","https-www-bbc-com","chrome","25.8675","1257173.95","66.4995440515"
7,"AdsAnalytics","https-www-bbc-com","chrome","20.4243243243243","1285547.97297297","73.6143307965"
8,"AdsAnalytics","https-www-bbc-com","chrome","14.7810810810811","1299934.75675676","67.895724007"
9,"AdsAnalytics","https-www-bbc-com","chrome","21.678125","1298816.96875","72.171945698"
10,"AdsAnalytics","https-www-bbc-com","chrome","21.1135135135135","1303920.37837838","68.106554476"
1,"AdsAnalytics","https-www-bbc-com","firefox","25.234375","1320121.4375","131.6642990545"
2,"AdsAnalytics","https-www-bbc-com","firefox","44.65","1373434.65384615","106.4428840505"
3,"AdsAnalytics","https-www-bbc-com","firefox","28.72","1300246.5","82.195313627"
4,"AdsAnalytics","https-www-bbc-com","firefox","35.6074074074074","1379589.44444444","100.346258662"
5,"AdsAnalytics","https-www-bbc-com","firefox","37.8166666666667","1312322.36666667","90.376825933"
6,"AdsAnalytics","https-www-bbc-com","firefox","36.4076923076923","1408113.53846154","112.247325549"
7,"AdsAnalytics","https-www-bbc-com","firefox","27.6965517241379","1341657.51724138","84.77033406"
8,"AdsAnalytics","https-www-bbc-com","firefox","30.3857142857143","1337941.17857143","92.475116637"
9,"AdsAnalytics","https-www-bbc-com","firefox","29.6785714285714","1341871.92857143","88.768704884"
10,"AdsAnalytics","https-www-bbc-com","firefox","49.025","1406825.70833333","112.808546099"
1,"AdsAnalytics","https-www-cnblogs-com","chrome","12.8707317073171","1274791.95121951","92.7168021435"
2,"AdsAnalytics","https-www-cnblogs-com","chrome","22.1297297297297","1240417.2972973","76.9001170855"
3,"AdsAnalytics","https-www-cnblogs-com","chrome","19.3948717948718","1219598.56410256","74.942407384"
4,"AdsAnalytics","https-www-cnblogs-com","chrome","14.1513513513514","1214280.75675676","72.3485196895"
5,"AdsAnalytics","https-www-cnblogs-com","chrome","19.3487804878049","1201629.3902439","69.8782888185"
6,"AdsAnalytics","https-www-cnblogs-com","chrome","15.6547619047619","1181474.9047619","66.6535447925"
7,"AdsAnalytics","https-www-cnblogs-com","chrome","23.9611111111111","1180463.88888889","89.150071407"
8,"AdsAnalytics","https-www-cnblogs-com","chrome","23.9783783783784","1181174.37837838","69.1572277185"
